[Wed May 13 21:28:33.073738 2020] [php7:notice] [pid 2542] [client 127.0.0.1:60004] PHP   5. App\\Controllers\\Tasks->test() /Users/me/Sites/ytuber-ci4.local/system/CodeIgniter.php:914
[Wed May 13 21:28:33.073767 2020] [php7:notice] [pid 2542] [client 127.0.0.1:60004] PHP   6. App\\Entities\\Account->getAccountData() /Users/me/Sites/ytuber-ci4.local/app/Controllers/Tasks.php:21
[Wed May 13 21:28:33.073796 2020] [php7:notice] [pid 2542] [client 127.0.0.1:60004] PHP   7. App\\Models\\AccountGoogleYoutubeModel->find() /Users/me/Sites/ytuber-ci4.local/app/Entities/Account.php:57
[Wed May 13 21:28:33.073844 2020] [php7:notice] [pid 2542] [client 127.0.0.1:60004] PHP   8. CodeIgniter\\Database\\MySQLi\\Result->getFirstRow() /Users/me/Sites/ytuber-ci4.local/system/Model.php:383
[Wed May 13 21:28:33.073871 2020] [php7:notice] [pid 2542] [client 127.0.0.1:60004] PHP   9. CodeIgniter\\Database\\MySQLi\\Result->getResult() /Users/me/Sites/ytuber-ci4.local/system/Database/BaseResult.php:468
[Wed May 13 21:28:33.073897 2020] [php7:notice] [pid 2542] [client 127.0.0.1:60004] PHP  10. CodeIgniter\\Database\\MySQLi\\Result->getCustomResultObject() /Users/me/Sites/ytuber-ci4.local/system/Database/BaseResult.php:142
[Wed May 13 21:28:33.073923 2020] [php7:notice] [pid 2542] [client 127.0.0.1:60004] PHP  11. CodeIgniter\\Database\\MySQLi\\Result->fetchObject() /Users/me/Sites/ytuber-ci4.local/system/Database/BaseResult.php:195
[Wed May 13 21:28:33.073950 2020] [php7:notice] [pid 2542] [client 127.0.0.1:60004] PHP  12. mysqli_result->fetch_object() /Users/me/Sites/ytuber-ci4.local/system/Database/MySQLi/Result.php:169
[Wed May 13 21:28:34.554655 2020] [php7:notice] [pid 2544] [client 127.0.0.1:60005] PHP Fatal error:  Class 'App\\Entities\\AccountsGoogleYoutube' not found in /Users/me/Sites/ytuber-ci4.local/system/Database/MySQLi/Result.php on line 169
[Wed May 13 21:28:34.554817 2020] [php7:notice] [pid 2544] [client 127.0.0.1:60005] PHP Stack trace:
[Wed May 13 21:28:34.554849 2020] [php7:notice] [pid 2544] [client 127.0.0.1:60005] PHP   1. {main}() /Users/me/Sites/ytuber-ci4.local/public/index.php:0
[Wed May 13 21:28:34.554878 2020] [php7:notice] [pid 2544] [client 127.0.0.1:60005] PHP   2. CodeIgniter\\CodeIgniter->run() /Users/me/Sites/ytuber-ci4.local/public/index.php:45
[Wed May 13 21:28:34.554906 2020] [php7:notice] [pid 2544] [client 127.0.0.1:60005] PHP   3. CodeIgniter\\CodeIgniter->handleRequest() /Users/me/Sites/ytuber-ci4.local/system/CodeIgniter.php:308
[Wed May 13 21:28:34.554934 2020] [php7:notice] [pid 2544] [client 127.0.0.1:60005] PHP   4. CodeIgniter\\CodeIgniter->runController() /Users/me/Sites/ytuber-ci4.local/system/CodeIgniter.php:400
[Wed May 13 21:28:34.554961 2020] [php7:notice] [pid 2544] [client 127.0.0.1:60005] PHP   5. App\\Controllers\\Tasks->test() /Users/me/Sites/ytuber-ci4.local/system/CodeIgniter.php:914
[Wed May 13 21:28:34.554988 2020] [php7:notice] [pid 2544] [client 127.0.0.1:60005] PHP   6. App\\Entities\\Account->getAccountData() /Users/me/Sites/ytuber-ci4.local/app/Controllers/Tasks.php:21
[Wed May 13 21:28:34.555015 2020] [php7:notice] [pid 2544] [client 127.0.0.1:60005] PHP   7. App\\Models\\AccountGoogleYoutubeModel->find() /Users/me/Sites/ytuber-ci4.local/app/Entities/Account.php:57
[Wed May 13 21:28:34.555041 2020] [php7:notice] [pid 2544] [client 127.0.0.1:60005] PHP   8. CodeIgniter\\Database\\MySQLi\\Result->getFirstRow() /Users/me/Sites/ytuber-ci4.local/system/Model.php:383
[Wed May 13 21:28:34.555068 2020] [php7:notice] [pid 2544] [client 127.0.0.1:60005] PHP   9. CodeIgniter\\Database\\MySQLi\\Result->getResult() /Users/me/Sites/ytuber-ci4.local/system/Database/BaseResult.php:468
[Wed May 13 21:28:34.555095 2020] [php7:notice] [pid 2544] [client 127.0.0.1:60005] PHP  10. CodeIgniter\\Database\\MySQLi\\Result->getCustomResultObject() /Users/me/Sites/ytuber-ci4.local/system/Database/BaseResult.php:142
[Wed May 13 21:28:34.555122 2020] [php7:notice] [pid 2544] [client 127.0.0.1:60005] PHP  11. CodeIgniter\\Database\\MySQLi\\Result->fetchObject() /Users/me/Sites/ytuber-ci4.local/system/Database/BaseResult.php:195
